epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
0,0.7551769,0.061432704,0.5671251689836224,1e-04,0.13897616,0.3925028,0.91894484,0.047477446,0.6151003122329712,0.0008511673,4.0605133e-05
1,0.8975167,0.07227914,0.4143054684710248,1e-04,0.37208992,0.32185197,0.9203774,0.045965947,0.4704764664173126,0.0,0.0
2,0.9212077,0.08865796,0.34345172817596764,1e-04,0.5740482,0.3653122,0.9225208,0.044340685,0.3825701177120209,0.0,0.0
3,0.92889684,0.10718687,0.3040514714565141,1e-04,0.66662085,0.4159165,0.9223911,0.042973377,0.3469828426837921,0.0,0.0
4,0.93271035,0.12227877,0.27795654429235495,1e-04,0.71093535,0.45348114,0.9216524,0.041674107,0.32464359998703,0.0,0.0
5,0.93576145,0.13592672,0.2582333459124446,1e-04,0.74235815,0.49287271,0.9225778,0.041062407,0.308481764793396,0.0,0.0
6,0.9383319,0.14781123,0.24205812960332823,1e-04,0.7694981,0.51950556,0.9226164,0.042336892,0.28443787693977357,0.0,0.0
7,0.94044054,0.15782984,0.22820058502124296,1e-04,0.79016066,0.5420062,0.92247057,0.04282291,0.26782827973365786,0.031578947,6.9608795e-05
8,0.9424129,0.16728657,0.21662788565048544,1e-04,0.8078321,0.5664403,0.9225145,0.042368557,0.2618265926837921,0.003773585,5.800733e-06
9,0.94382113,0.1753228,0.20735717312933288,1e-04,0.8211911,0.5800992,0.92256117,0.04201686,0.2576013445854187,0.13875598,0.00016822126
10,0.94502556,0.18305323,0.19937851462924183,1e-04,0.833074,0.590707,0.92260027,0.042464275,0.25228347182273864,0.4109091,0.0006554829
11,0.9459993,0.18968335,0.19250589906108762,1e-04,0.8438337,0.5953985,0.9233659,0.05356615,0.24144537448883058,0.7470641,0.023986032
12,0.946248,0.19468129,0.18727967630925976,1e-04,0.8469877,0.5950088,0.92503893,0.07539787,0.23008114397525786,0.7195736,0.13509327
13,0.94604665,0.19815904,0.1833669385239747,1e-04,0.844784,0.5934607,0.9267174,0.08491113,0.2227911800146103,0.7422206,0.17391758
14,0.94675016,0.20416032,0.17810623533360898,1e-04,0.8505948,0.60208493,0.9297804,0.091411605,0.2118208110332489,0.83527243,0.17865679
15,0.9471721,0.20972516,0.1734691773975447,1e-04,0.8539865,0.6060392,0.9356649,0.12635732,0.19614650905132294,0.8515485,0.31357604
16,0.9475656,0.21431969,0.16859231671828817,1e-04,0.86113816,0.6014242,0.93754894,0.15970755,0.1887720376253128,0.7986831,0.4517263
17,0.94741094,0.21682134,0.1652917870953414,1e-04,0.86247075,0.59301233,0.93883514,0.17255095,0.182871675491333,0.7947303,0.5054701
18,0.9475328,0.22334239,0.1611629651852774,1e-04,0.8584304,0.60615504,0.9381871,0.16699591,0.18045955300331115,0.7880885,0.48756322
19,0.9483838,0.23067392,0.15629142687201925,1e-04,0.866845,0.612248,0.94051987,0.17613454,0.169268798828125,0.81982857,0.48883358
